Scheme Code,Scheme Name,CAGR_3Y,Sharpe_Ratio,Alpha,Expense_Ratio,Maximum_Drawdown,CAGR_Rank,Sharpe_Rank,Alpha_Rank,Expense_Rank,Drawdown_Rank,CAGR_Score,Sharpe_Score,Alpha_Score,Expense_Score,Drawdown_Score,Fund_Score,Overall_Rank
118661,NIPPON INDIA FLOATER FUND - DIRECT Plan - QUARTERLY IDCW Option,,,,1.08,,,,,99.0,,,,,59.33609958506224,,,922
102673,Nippon India Floater Fund - Growth Plan-Growth Option,,,,1.39,,,,,130.0,,,,,46.47302904564315,,,923
124589,NIPPON INDIA FLOATER FUND - IDCW Option,,,,0.86,,,,,77.0,,,,,68.46473029045643,,,924
102675,NIPPON INDIA FLOATER FUND - MONTHLY IDCW Option,,,,0.22,,,,,13.0,,,,,95.0207468879668,,,925
112942,NIPPON INDIA FLOATER FUND - QUARTERLY IDCW Option,,,,1.76,,,,,167.0,,,,,31.12033195020747,,,926
102677,NIPPON INDIA FLOATER FUND - WEEKLY IDCW Option,,,,1.85,,,,,176.0,,,,,27.385892116182575,,,927
148550,SBI Floating Rate Debt Fund - Direct Plan - Growth,,,,0.86,,,,,77.0,,,,,68.46473029045643,,,928
148551,SBI Floating Rate DEBT Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),,,,2.13,,,,,204.0,,,,,15.767634854771783,,,929
148549,SBI Floating Rate DEBT Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),,,,1.66,,,,,157.0,,,,,35.26970954356847,,,930
148543,SBI Floating Rate Debt Fund - Regular Plan - Growth,,,,1.4,,,,,131.0,,,,,46.058091286307054,,,931
148544,SBI Floating Rate DEBT Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),,,,0.8,,,,,71.0,,,,,70.95435684647303,,,932
148546,SBI Floating Rate DEBT Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),,,,1.82,,,,,173.0,,,,,28.63070539419087,,,933
149007,Tata Floating Rate Fund -Direct Plan-Growth,,,,1.71,,,,,162.0,,,,,33.19502074688796,,,934
149037,Tata Floating Rate Fund-Direct Plan-IDCW Monthly Dividend Reinvestment,,,,0.9,,,,,81.0,,,,,66.80497925311202,,,935
149000,Tata Floating Rate Fund-Direct Plan-IDCW Monthly Payout,,,,2.28,,,,,219.0,,,,,9.54356846473029,,,936
149033,Tata Floating Rate Fund-Direct Plan-IDCW Periodic Dividend Reinvestment,,,,0.59,,,,,50.0,,,,,79.66804979253112,,,937
149002,Tata Floating Rate Fund-Direct Plan-IDCW Periodic Payout,,,,1.46,,,,,137.0,,,,,43.56846473029046,,,938
149034,Tata Floating Rate Fund-Direct Plan-IDCW Quarterly Dividend Reinvestment,,,,0.29,,,,,20.0,,,,,92.11618257261411,,,939
149001,Tata Floating Rate Fund-Direct Plan-IDCW Quarterly Payout,,,,0.75,,,,,66.0,,,,,73.02904564315352,,,940
149003,Tata Floating Rate Fund-Regular Plan-Growth,,,,2.43,,,,,234.0,,,,,3.319502074688797,,,941
149035,Tata Floating Rate Fund-Regular Plan-IDCW Monthly Dividend Reinvestment,,,,0.48,,,,,39.0,,,,,84.23236514522821,,,942
149004,Tata Floating Rate Fund-Regular Plan-IDCW Monthly Payout,,,,2.18,,,,,209.0,,,,,13.692946058091287,,,943
149036,Tata Floating Rate Fund-Regular Plan-IDCW Periodic Dividend Reinvestment,,,,2.02,,,,,193.0,,,,,20.33195020746888,,,944
149006,Tata Floating Rate Fund-Regular Plan-IDCW Periodic Payout,,,,1.61,,,,,152.0,,,,,37.344398340248965,,,945
149038,Tata Floating Rate Fund-Regular Plan-IDCW Quarterly Dividend Reinvestment,,,,1.04,,,,,95.0,,,,,60.99585062240664,,,946
149005,Tata Floating Rate Fund-Regular Plan-IDCW Quarterly Payout,,,,1.35,,,,,126.0,,,,,48.13278008298755,,,947
145295,UTI - Floater Fund - Direct Plan - Growth Option,,,,0.99,,,,,90.0,,,,,63.07053941908713,,,948
145287,UTI - Floater Fund - Regular Plan  - Growth Option,,,,1.23,,,,,114.0,,,,,53.11203319502075,,,949
145293,UTI Floater Fund - Direct Plan - Annual IDCW,,,,1.38,,,,,129.0,,,,,46.88796680497925,,,950
145291,UTI Floater Fund - Direct Plan - Flexi IDCW,,,,0.17,,,,,8.0,,,,,97.0954356846473,,,951
145296,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,,,,0.24,,,,,15.0,,,,,94.1908713692946,,,952
145290,UTI Floater Fund - Direct Plan - Quarterly IDCW,,,,1.57,,,,,148.0,,,,,39.004149377593365,,,953
145289,UTI Floater Fund - Regular Plan - Annual IDCW,,,,1.99,,,,,190.0,,,,,21.57676348547718,,,954
145292,UTI Floater Fund - Regular Plan - Flexi IDCW,,,,0.39,,,,,30.0,,,,,87.96680497925311,,,955
145288,UTI Floater Fund - Regular Plan - Half-Yearly IDCW,,,,1.7,,,,,161.0,,,,,33.60995850622407,,,956
145294,UTI Floater Fund - Regular Plan - Quarterly IDCW,,,,1.13,,,,,104.0,,,,,57.26141078838174,,,957
119606,Aditya Birla Sun Life Govenment Securities Fund -DIRECT - Quarterly IDCW,,,,0.17,,,,,8.0,,,,,97.0954356846473,,,958
100057,Aditya Birla Sun Life Govenment Securities Fund -Regular - Quarterly IDCW,,,,1.32,,,,,123.0,,,,,49.37759336099585,,,959
100058,Aditya Birla Sun Life Government Securities Fund  - Growth - Regular Plan,,,,1.57,,,,,148.0,,,,,39.004149377593365,,,960
119605,Aditya Birla Sun Life Government Securities Fund - Growth - Direct Plan,,,,2.33,,,,,224.0,,,,,7.468879668049793,,,961
128957,Axis Gilt Fund - Direct Plan - Bonus Option,,,,2.42,,,,,233.0,,,,,3.7344398340248963,,,962
120447,Axis Gilt Fund - Direct Plan - Growth Option,,,,2.31,,,,,222.0,,,,,8.29875518672199,,,963
120448,Axis Gilt Fund - Direct Plan - Half Yearly IDCW,,,,1.05,,,,,96.0,,,,,60.58091286307054,,,964
120449,Axis Gilt Fund - Direct Plan - Regular IDCW,,,,2.18,,,,,209.0,,,,,13.692946058091287,,,965
116471,Axis Gilt Fund - Regular Plan - Growth Option,,,,1.14,,,,,105.0,,,,,56.84647302904564,,,966
116472,Axis Gilt Fund - Regular Plan - Half Yearly IDCW,,,,0.62,,,,,53.0,,,,,78.42323651452283,,,967
116470,Axis Gilt Fund - Regular Plan - Regular IDCW,,,,0.12,,,,,3.0,,,,,99.1701244813278,,,968
153206,Bajaj Finserv Gilt Fund - Direct - Growth,,,,2.14,,,,,205.0,,,,,15.352697095435685,,,969
153207,Bajaj Finserv Gilt Fund - Direct - IDCW,,,,0.73,,,,,64.0,,,,,73.85892116182573,,,970
153211,Bajaj Finserv Gilt Fund - Regular - Growth,,,,0.89,,,,,80.0,,,,,67.21991701244814,,,971
153209,Bajaj Finserv Gilt Fund - Regular - IDCW,,,,0.11,,,,,2.0,,,,,99.5850622406639,,,972
108557,Bandhan Gilt Fund - Regular Plan - Quarterly IDCW,,,,0.34,,,,,25.0,,,,,90.04149377593362,,,973
118467,Bandhan Gilt Fund - Direct Plan - Annual IDCW,,,,2.25,,,,,216.0,,,,,10.78838174273859,,,974
118464,Bandhan Gilt Fund - Direct Plan - Growth,,,,0.37,,,,,28.0,,,,,88.79668049792531,,,975
118465,Bandhan Gilt Fund - Direct Plan - Half Yearly IDCW,,,,1.82,,,,,173.0,,,,,28.63070539419087,,,976
118463,Bandhan Gilt Fund - Direct Plan - IDCW,,,,1.99,,,,,190.0,,,,,21.57676348547718,,,977
131394,Bandhan Gilt Fund - Direct Plan - Periodic IDCW,,,,0.23,,,,,14.0,,,,,94.6058091286307,,,978
118466,Bandhan Gilt Fund - Direct Plan - Quarterly IDCW,,,,0.76,,,,,67.0,,,,,72.61410788381743,,,979
111525,Bandhan Gilt Fund - Regular Plan - Growth,,,,1.67,,,,,158.0,,,,,34.85477178423236,,,980
111527,Bandhan Gilt Fund - Regular Plan - IDCW,,,,0.99,,,,,90.0,,,,,63.07053941908713,,,981
131395,Bandhan Gilt Fund - Regular Plan B - Periodic IDCW,,,,2.08,,,,,199.0,,,,,17.842323651452283,,,982
108559,Bandhan Gilt Fund - Regular Plan - Annual IDCW,,,,0.23,,,,,14.0,,,,,94.6058091286307,,,983
108558,Bandhan Gilt Fund - Regular - Plan B - Half Yearly IDCW,,,,2.46,,,,,237.0,,,,,2.0746887966804977,,,984
119341,Baroda BNP Paribas GILT FUND - Direct Plan - Growth Option,,,,1.56,,,,,147.0,,,,,39.41908713692946,,,985
119340,Baroda BNP Paribas GILT FUND - Direct Plan - IDCW Option,,,,1.8,,,,,171.0,,,,,29.460580912863072,,,986
101187,Baroda BNP Paribas GILT FUND - Regular Plan - Growth Option,,,,0.56,,,,,47.0,,,,,80.91286307053942,,,987
101188,Baroda BNP Paribas GILT FUND - Regular Plan - IDCW Option,,,,2.09,,,,,200.0,,,,,17.42738589211618,,,988
118299,CANARA ROBECO GILT FUND - DIRECT PLAN - GROWTH OPTION,,,,2.09,,,,,200.0,,,,,17.42738589211618,,,989
118298,CANARA ROBECO GILT FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),,,,0.75,,,,,66.0,,,,,73.02904564315352,,,990
100597,CANARA ROBECO GILT FUND - REGULAR PLAN - GROWTH OPTION,,,,0.33,,,,,24.0,,,,,90.45643153526972,,,991
100596,CANARA ROBECO GILT FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),,,,0.72,,,,,63.0,,,,,74.27385892116183,,,992
119099,DSP Gilt Fund - Direct Plan - Growth,,,,2.38,,,,,229.0,,,,,5.394190871369295,,,993
119101,DSP Gilt Fund - Direct Plan - IDCW,,,,1.6,,,,,151.0,,,,,37.75933609958506,,,994
119100,DSP Gilt Fund - Direct Plan - IDCW - Monthly,,,,0.6,,,,,51.0,,,,,79.25311203319502,,,995
100084,DSP Gilt Fund - Regular Plan - Growth,,,,1.68,,,,,159.0,,,,,34.439834024896264,,,996
100085,DSP Gilt Fund - Regular Plan - IDCW,,,,1.69,,,,,160.0,,,,,34.024896265560166,,,997
100086,DSP Gilt Fund - Regular Plan - IDCW - Monthly,,,,1.78,,,,,169.0,,,,,30.29045643153527,,,998
140309,Edelweiss Government Securities Fund - Direct Plan - Annual Dividend Option,,,,1.2,,,,,111.0,,,,,54.356846473029044,,,999
140298,Edelweiss Government Securities Fund - Direct Plan - Growth Option,,,,0.23,,,,,14.0,,,,,94.6058091286307,,,1000
140302,Edelweiss Government Securities Fund - Direct Plan - IDCW Option,,,,0.35,,,,,26.0,,,,,89.62655601659752,,,1001
140306,Edelweiss Government Securities Fund - Direct Plan Fortnightly - IDCW Option,,,,0.69,,,,,60.0,,,,,75.51867219917013,,,1002
140308,Edelweiss Government Securities Fund - Direct Plan Monthly - IDCW Option,,,,1.53,,,,,144.0,,,,,40.66390041493776,,,1003
140304,Edelweiss Government Securities Fund - Direct Plan weekly - IDCW Option,,,,2.43,,,,,234.0,,,,,3.319502074688797,,,1004
140310,Edelweiss Government Securities Fund - Regular Plan - Annual - IDCW Option,,,,1.81,,,,,172.0,,,,,29.045643153526974,,,1005
140297,Edelweiss Government Securities Fund - Regular Plan - Growth Option,,,,0.52,,,,,43.0,,,,,82.57261410788381,,,1006
140301,Edelweiss Government Securities Fund - Regular Plan - IDCW Option,,,,2.33,,,,,224.0,,,,,7.468879668049793,,,1007
140305,Edelweiss Government Securities Fund - Regular Plan Fortnightly - IDCW Option,,,,0.86,,,,,77.0,,,,,68.46473029045643,,,1008
140307,Edelweiss Government Securities Fund - Regular Plan Monthly - IDCW Option,,,,0.38,,,,,29.0,,,,,88.38174273858921,,,1009
140303,Edelweiss Government Securities Fund - Regular Plan Weekly - IDCW Option,,,,2.04,,,,,195.0,,,,,19.502074688796682,,,1010
118498,Franklin India Government Securities Fund - Direct - Growth,,,,2.17,,,,,208.0,,,,,14.107883817427386,,,1011
118497,Franklin India Government Securities Fund - Direct - IDCW ,,,,1.45,,,,,136.0,,,,,43.983402489626556,,,1012
100493,Franklin India Government Securities Fund - Growth,,,,2.14,,,,,205.0,,,,,15.352697095435685,,,1013
100494,Franklin India Government Securities Fund - IDCW ,,,,2.45,,,,,236.0,,,,,2.4896265560165975,,,1014
153477,Groww Gilt Fund - Direct - Growth,,,,2.42,,,,,233.0,,,,,3.7344398340248963,,,1015
153502,Groww Gilt Fund - Direct - IDCW,,,,1.18,,,,,109.0,,,,,55.18672199170125,,,1016
153503,Groww Gilt Fund - Regular - Growth,,,,1.23,,,,,114.0,,,,,53.11203319502075,,,1017
153504,Groww Gilt Fund - Regular - IDCW,,,,2.1,,,,,201.0,,,,,17.012448132780083,,,1018
119116,HDFC Gilt Fund - Growth Option - Direct Plan,,,,2.17,,,,,208.0,,,,,14.107883817427386,,,1019
101083,HDFC Gilt Fund - Growth Plan,,,,1.73,,,,,164.0,,,,,32.365145228215766,,,1020
119115,HDFC Gilt Fund - IDCW Option - Direct Plan,,,,2.19,,,,,210.0,,,,,13.278008298755188,,,1021
101084,HDFC Gilt Fund - IDCW Plan,,,,0.99,,,,,90.0,,,,,63.07053941908713,,,1022
151014,HSBC Gilt Fund - Direct Growth,,,,1.0,,,,,91.0,,,,,62.655601659751035,,,1023
151015,HSBC Gilt Fund - Direct Quarterly IDCW,,,,0.83,,,,,74.0,,,,,69.70954356846472,,,1024
151013,HSBC Gilt Fund - Regular Growth,,,,0.27,,,,,18.0,,,,,92.9460580912863,,,1025
151012,HSBC Gilt Fund - Regular Quarterly IDCW,,,,0.98,,,,,89.0,,,,,63.48547717842323,,,1026
130903,ICICI Prudential Gilt Fund - Bonus,,,,2.25,,,,,216.0,,,,,10.78838174273859,,,1027
120590,ICICI Prudential Gilt Fund - Direct Plan - Growth,,,,1.94,,,,,185.0,,,,,23.651452282157674,,,1028
120589,ICICI Prudential Gilt Fund - Direct Plan - IDCW,,,,2.08,,,,,199.0,,,,,17.842323651452283,,,1029
130955,ICICI Prudential Gilt Fund - Direct Plan Bonus,,,,1.03,,,,,94.0,,,,,61.41078838174274,,,1030
100369,ICICI Prudential Gilt Fund - Growth,,,,2.23,,,,,214.0,,,,,11.618257261410788,,,1031
100368,ICICI Prudential Gilt Fund - IDCW,,,,0.41,,,,,32.0,,,,,87.13692946058092,,,1032
130902,ICICI Prudential Short Term Gilt Fund - Bonus,,,,1.91,,,,,182.0,,,,,24.896265560165975,,,1033
120607,ICICI Prudential Short Term Gilt Fund - Direct Plan -  Dividend,,,,2.08,,,,,199.0,,,,,17.842323651452283,,,1034
120608,ICICI Prudential Short Term Gilt Fund - Direct Plan -  Growth,,,,1.56,,,,,147.0,,,,,39.41908713692946,,,1035
120609,ICICI Prudential Short Term Gilt Fund - Direct Plan -  Half Yearly Dividend,,,,2.49,,,,,240.0,,,,,0.8298755186721992,,,1036
130956,ICICI Prudential Short Term Gilt Fund - Direct Plan Bonus,,,,2.26,,,,,217.0,,,,,10.37344398340249,,,1037
100370,ICICI Prudential Short Term Gilt Fund - Dividend,,,,0.2,,,,,11.0,,,,,95.850622406639,,,1038
100371,ICICI Prudential Short Term Gilt Fund - Growth,,,,1.98,,,,,189.0,,,,,21.991701244813278,,,1039
100372,ICICI Prudential Short Term Gilt Fund - Half Yearly Dividend,,,,1.63,,,,,154.0,,,,,36.51452282157676,,,1040
120520,Invesco India Gilt Fund - Direct  Plan - Growth,,,,1.08,,,,,99.0,,,,,59.33609958506224,,,1041
120519,Invesco India Gilt Fund - Direct Plan - Annual IDCW (Payout / Reinvestment),,,,1.37,,,,,128.0,,,,,47.30290456431535,,,1042
120521,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment),,,,1.54,,,,,145.0,,,,,40.24896265560166,,,1043
120522,Invesco India Gilt Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment),,,,1.33,,,,,124.0,,,,,48.96265560165975,,,1044
107476,Invesco India Gilt Fund - Regular Plan - Annual IDCW (Payout / Reinvestment),,,,0.34,,,,,25.0,,,,,90.04149377593362,,,1045
107477,Invesco India Gilt Fund - Regular Plan - Growth,,,,0.11,,,,,2.0,,,,,99.5850622406639,,,1046
107471,Invesco India Gilt Fund - Regular Plan - Monthly IDCW (Reinvestment),,,,0.33,,,,,24.0,,,,,90.45643153526972,,,1047
107472,Invesco India Gilt Fund - Regular Plan - Quarterly IDCW (Payout / Reinvestment),,,,1.13,,,,,104.0,,,,,57.26141078838174,,,1048
100281,Kotak Gilt-Investment  Provident Fund and Trust-Growth,,,,0.21,,,,,12.0,,,,,95.4356846473029,,,1049
119757,Kotak Gilt-Investment  Provident Fund and Trust-Growth - Direct,,,,1.74,,,,,165.0,,,,,31.950207468879665,,,1050
100280,Kotak Gilt-Investment  Provident Fund and Trust-Payout of Income Distribution cum capital withdrawal option,,,,0.3,,,,,21.0,,,,,91.70124481327801,,,1051
100265,Kotak Gilt-Investment Regular-Growth,,,,0.73,,,,,64.0,,,,,73.85892116182573,,,1052
119759,Kotak Gilt-Investment Regular-Growth - Direct,,,,2.08,,,,,199.0,,,,,17.842323651452283,,,1053
100264,Kotak Gilt-Investment Regular-Payout of Income Distribution cum capital withdrawal option,,,,0.15,,,,,6.0,,,,,97.9253112033195,,,1054
119758,Kotak Gilt-Investment Regular-Payout of Income Distribution cum capital withdrawal option - Direct,,,,0.14,,,,,5.0,,,,,98.3402489626556,,,1055
120282,LIC MF Gilt Fund-Direct Plan-Growth,,,,1.12,,,,,103.0,,,,,57.676348547717836,,,1056
120283,LIC MF Gilt Fund-Direct Plan-IDCW,,,,1.29,,,,,120.0,,,,,50.62240663900415,,,1057
100319,LIC MF Gilt Fund-PF Plan-Growth,,,,2.48,,,,,239.0,,,,,1.2448132780082988,,,1058
100318,LIC MF Gilt Fund-PF Plan-IDCW,,,,1.77,,,,,168.0,,,,,30.70539419087137,,,1059
100317,LIC MF Gilt Fund-Regular Plan-Growth,,,,1.33,,,,,124.0,,,,,48.96265560165975,,,1060
100316,LIC MF Gilt Fund-Regular Plan-IDCW,,,,2.39,,,,,230.0,,,,,4.979253112033195,,,1061
118670,NIPPON INDIA GILT  FUND - Direct Plan - MONTHLY IDCW Option,,,,2.3,,,,,221.0,,,,,8.71369294605809,,,1062
118669,Nippon India Gilt  Fund - Direct Plan - P F Option - Automatic Capital Appreciation Payout Option,,,,0.77,,,,,68.0,,,,,72.19917012448133,,,1063
118673,Nippon India Gilt  Fund - Direct Plan - P F Option - Defined Maturity Date Option,,,,1.61,,,,,152.0,,,,,37.344398340248965,,,1064
118672,Nippon India Gilt  Fund - Direct Plan Growth Plan - Growth Option,,,,1.86,,,,,177.0,,,,,26.970954356846473,,,1065
109717,Nippon India Gilt  Fund - Institutional Plan-Growth Plan -Growth Option,,,,1.9,,,,,181.0,,,,,25.311203319502074,,,1066
109723,NIPPON INDIA GILT  FUND - MONTHLY IDCW Option,,,,1.39,,,,,130.0,,,,,46.47302904564315,,,1067
109720,Nippon India Gilt  Fund -Growth Plan - Growth Option,,,,1.97,,,,,188.0,,,,,22.40663900414938,,,1068
109716,Nippon India Gilt  Fund -P F Option-Automatic Annual Reinvest Option,,,,0.48,,,,,39.0,,,,,84.23236514522821,,,1069
109721,Nippon India Gilt  Fund -P F Option-Defined Maturity Date Option,,,,0.91,,,,,82.0,,,,,66.39004149377593,,,1070
133265,Nippon India Gilt  Fund- Direct Plan- Growth Plan- Bonus Option,,,,0.99,,,,,90.0,,,,,63.07053941908713,,,1071
133264,Nippon India Gilt  Fund- Growth Plan- Bonus Option,,,,0.33,,,,,24.0,,,,,90.45643153526972,,,1072
109718,Nippon India Gilt  Fund-Institutional Plan-P F Option-Automatic Capital Appreciation Payout Option,,,,1.31,,,,,122.0,,,,,49.79253112033195,,,1073
109724,Nippon India Gilt  Fund-P F Option-Automatic Capital Appreciation Payout Option,,,,0.42,,,,,33.0,,,,,86.72199170124482,,,1074
118674,Nippon India Gilt Fund - Direct Plan - P F Option - Automatic Annual Reinvest Option,,,,1.54,,,,,145.0,,,,,40.24896265560166,,,1075
138471,PGIM India Gilt Fund - Bonus,,,,2.19,,,,,210.0,,,,,13.278008298755188,,,1076
138472,PGIM India Gilt Fund - Direct Plan - Growth,,,,0.57,,,,,48.0,,,,,80.49792531120332,,,1077
138476,PGIM India Gilt Fund - Direct Plan - Half Yearly Bonus,,,,0.89,,,,,80.0,,,,,67.21991701244814,,,1078
138474,PGIM India Gilt Fund - Direct Plan - Quarterly Dividend,,,,1.45,,,,,136.0,,,,,43.983402489626556,,,1079
138470,PGIM India Gilt Fund - Growth,,,,1.05,,,,,96.0,,,,,60.58091286307054,,,1080
138475,PGIM India Gilt Fund - Half Yearly Bonus,,,,2.25,,,,,216.0,,,,,10.78838174273859,,,1081
138467,PGIM India Gilt Fund - Quarterly Dividend,,,,0.21,,,,,12.0,,,,,95.4356846473029,,,1082
151228,quant Gilt Fund - Growth Option - Direct Plan,,,,1.09,,,,,100.0,,,,,58.921161825726145,,,1083
151230,quant Gilt Fund - Growth Option - Regular Plan,,,,1.32,,,,,123.0,,,,,49.37759336099585,,,1084
151229,quant Gilt Fund - IDCW Option - Direct Plan,,,,0.99,,,,,90.0,,,,,63.07053941908713,,,1085
151231,quant Gilt Fund - IDCW Option - Regular Plan,,,,0.46,,,,,37.0,,,,,85.06224066390041,,,1086
101934,SBI GILT FUND -  GROWTH - PF (Fixed Period - 3 Yrs) Option,,,,0.76,,,,,67.0,,,,,72.61410788381743,,,1087
101932,SBI GILT FUND -  GROWTH - PF (Regular) Option,,,,2.37,,,,,228.0,,,,,5.809128630705394,,,1088
119707,SBI GILT FUND - DIRECT PLAN - GROWTH,,,,1.29,,,,,120.0,,,,,50.62240663900415,,,1089
119706,SBI Gilt Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,,1.32,,,,,123.0,,,,,49.37759336099585,,,1090
101950,SBI Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 1 Yr),,,,1.55,,,,,146.0,,,,,39.83402489626556,,,1091
101951,SBI Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 2 Yrs),,,,1.94,,,,,185.0,,,,,23.651452282157674,,,1092
101952,SBI Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 3 Yrs),,,,0.19,,,,,10.0,,,,,96.2655601659751,,,1093
101001,SBI GILT FUND - REGULAR PLAN - GROWTH,,,,2.2,,,,,211.0,,,,,12.863070539419086,,,1094
100999,SBI Gilt Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,,2.33,,,,,224.0,,,,,7.468879668049793,,,1095
102046,Tata Gilt Retirement Plan (28/2/25) - Payout of IDCW Option,,,,1.61,,,,,152.0,,,,,37.344398340248965,,,1096
101945,Tata Gilt Retirement Plan- 28/2/25 Growth Option,,,,1.73,,,,,164.0,,,,,32.365145228215766,,,1097
119954,Tata Gilt Securities Fund - Direct Plan - Payout of IDCW Option,,,,1.09,,,,,100.0,,,,,58.921161825726145,,,1098
101049,Tata Gilt Securities Fund - Regular Plan - Payout of IDCW Option,,,,0.8,,,,,71.0,,,,,70.95435684647303,,,1099
101042,Tata Gilt Securities Fund -Regular Plan- Growth Option,,,,0.53,,,,,44.0,,,,,82.15767634854771,,,1100
119953,Tata Gilt Securities Fund- Direct Plan - Growth Option,,,,0.92,,,,,83.0,,,,,65.97510373443983,,,1101
150408,Union Gilt Fund - Direct Plan - Annual IDCW Option,,,,0.72,,,,,63.0,,,,,74.27385892116183,,,1102
150407,Union Gilt Fund - Direct Plan - Growth Option,,,,1.69,,,,,160.0,,,,,34.024896265560166,,,1103
150456,Union Gilt Fund - Direct Plan - Half-yearly IDCW Option,,,,1.84,,,,,175.0,,,,,27.800829875518673,,,1104
150406,Union Gilt Fund - Regular Plan - Annual IDCW Option,,,,1.49,,,,,140.0,,,,,42.32365145228216,,,1105
150405,Union Gilt Fund - Regular Plan - Growth Option,,,,2.36,,,,,227.0,,,,,6.224066390041494,,,1106
150457,Union Gilt Fund - Regular Plan - Half-yearly IDCW Option,,,,1.95,,,,,186.0,,,,,23.236514522821576,,,1107
120792,UTI - GILT FUND - Direct Plan - Growth Option,,,,1.85,,,,,176.0,,,,,27.385892116182575,,,1108
102512,UTI - GILT FUND - Discontinued PF Plan - Growth Option,,,,0.87,,,,,78.0,,,,,68.04979253112033,,,1109
102514,UTI - GILT FUND - Discontinued PF Plan Prescribed Date Auto Redemption Option,,,,0.85,,,,,76.0,,,,,68.87966804979253,,,1110
102510,UTI - GILT FUND - Regular Plan - Growth Option,,,,1.91,,,,,182.0,,,,,24.896265560165975,,,1111
102511,UTI - GILT FUND -Discontinued PF Plan -Dividend Option,,,,1.44,,,,,135.0,,,,,44.398340248962654,,,1112
120791,UTI Gilt Fund - Direct Plan - IDCW,,,,1.9,,,,,181.0,,,,,25.311203319502074,,,1113
102509,UTI Gilt Fund - Regular Plan - IDCW,,,,1.84,,,,,175.0,,,,,27.800829875518673,,,1114
118387,Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Growth,,,,1.7,,,,,161.0,,,,,33.60995850622407,,,1115
118390,Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Monthly IDCW,,,,0.7,,,,,61.0,,,,,75.10373443983403,,,1116
131390,Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Periodic IDCW,,,,1.2,,,,,111.0,,,,,54.356846473029044,,,1117
118388,Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Quarterly IDCW,,,,0.3,,,,,21.0,,,,,91.70124481327801,,,1118
118389,Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Weekly IDCW,,,,1.24,,,,,115.0,,,,,52.69709543568465,,,1119
108644,Bandhan Gilt Fund with 10 year constant duration Fund - Regular Plan - Monthly IDCW,,,,0.58,,,,,49.0,,,,,80.08298755186722,,,1120
131391,Bandhan Gilt Fund with 10 year constant duration Fund - Regular Plan - Periodic IDCW,,,,2.21,,,,,212.0,,,,,12.448132780082988,,,1121
108753,Bandhan Gilt Fund with 10 year constant duration Fund - Regular Plan - Growth,,,,1.24,,,,,115.0,,,,,52.69709543568465,,,1122
111343,Bandhan Gilt Fund with 10 year constant duration Fund - Regular Plan - Weekly IDCW,,,,0.35,,,,,26.0,,,,,89.62655601659752,,,1123
108646,Bandhan Gilt Fund with 10 year constant duration Fund - Regular Plan - Quarterly IDCW,,,,1.67,,,,,158.0,,,,,34.85477178423236,,,1124
131301,DSP 10Y G-Sec Fund - Direct Plan - Growth,,,,0.54,,,,,45.0,,,,,81.74273858921161,,,1125
131304,DSP 10Y G-Sec Fund - Direct Plan - IDCW,,,,2.24,,,,,215.0,,,,,11.20331950207469,,,1126
131303,DSP 10Y G-Sec Fund - Direct Plan - IDCW - Monthly,,,,1.43,,,,,134.0,,,,,44.81327800829876,,,1127
131302,DSP 10Y G-Sec Fund - Direct Plan - IDCW - Quarterly,,,,1.84,,,,,175.0,,,,,27.800829875518673,,,1128
131297,DSP 10Y G-Sec Fund - Regular Plan - Growth,,,,2.32,,,,,223.0,,,,,7.883817427385892,,,1129
131298,DSP 10Y G-Sec Fund - Regular Plan - IDCW,,,,0.62,,,,,53.0,,,,,78.42323651452283,,,1130
131299,DSP 10Y G-Sec Fund - Regular Plan - IDCW - Monthly,,,,0.98,,,,,89.0,,,,,63.48547717842323,,,1131
131300,DSP 10Y G-Sec Fund - Regular Plan - IDCW - Quarterly ,,,,1.73,,,,,164.0,,,,,32.365145228215766,,,1132
131059,ICICI Prudential Constant Maturity Gilt Fund - Annual IDCW,,,,1.62,,,,,153.0,,,,,36.92946058091287,,,1133
